#gene_id	functional_anno
SpGA2022_000322-R0	Protein of unknown function
SpGA2022_050076-R0	Similar to At2g19230: Putative leucine-rich repeat receptor-like serine/threonine-protein kinase At2g19230 (Arabidopsis thaliana)
SpGA2022_000324-R0	Protein of unknown function
SpGA2022_000325-R0	Similar to PGD3: 6-phosphogluconate dehydrogenase%2C decarboxylating 3%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_000326-R0	Similar to UAF30: Upstream activation factor subunit UAF30 (Saccharomyces cerevisiae (strain ATCC 204508 / S288c))
SpGA2022_000327-R0	Similar to HHO6: Transcription factor HHO6 (Arabidopsis thaliana)
SpGA2022_050077-R0	Similar to GCR1: G-protein coupled receptor 1 (Arabidopsis thaliana)
SpGA2022_000329-R0	Similar to SBT1.8: Subtilisin-like protease SBT1.8 (Arabidopsis thaliana)
SpGA2022_050078-R0	Similar to SBT1.4: Subtilisin-like protease SBT1.4 (Arabidopsis thaliana)
SpGA2022_000331-R0	Similar to At2g05910: Protein LURP-one-related 6 (Arabidopsis thaliana)
SpGA2022_050079-R0	Protein of unknown function
SpGA2022_000333-R0	Similar to Os03g0179900: Probable lipoxygenase 6 (Oryza sativa subsp. japonica)
SpGA2022_000333-R1	Similar to LOX3.1: Linoleate 13S-lipoxygenase 3-1%2C chloroplastic (Solanum tuberosum)
SpGA2022_000335-R0	Similar to COPT5: Copper transporter 5 (Arabidopsis thaliana)
SpGA2022_000336-R0	Similar to Aldehyde dehydrogenase family 7 member A1 (Malus domestica)
SpGA2022_000337-R0	Similar to EMB1417: Pentatricopeptide repeat-containing protein At4g21190 (Arabidopsis thaliana)
SpGA2022_000338-R0	Similar to PAA1: Proteasome subunit alpha type-6 (Nicotiana tabacum)
SpGA2022_050081-R0	Similar to TOPBP1: DNA topoisomerase 2-binding protein 1 (Homo sapiens)
SpGA2022_000340-R0	Protein of unknown function
SpGA2022_050082-R0	Similar to LSM1B: Sm-like protein LSM1B (Arabidopsis thaliana)
SpGA2022_000342-R0	Similar to PGIP: Polygalacturonase inhibitor (Pyrus communis)
SpGA2022_000342-R1	Similar to PGIP: Polygalacturonase inhibitor (Pyrus communis)
SpGA2022_050084-R0	Similar to At1g60420: Probable nucleoredoxin 1 (Arabidopsis thaliana)
SpGA2022_000344-R0	Similar to PRK1: Pollen receptor-like kinase 1 (Arabidopsis thaliana)
SpGA2022_000345-R0	Similar to LHCA6: Photosystem I chlorophyll a/b-binding protein 6%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_000345-R1	Similar to LHCA6: Photosystem I chlorophyll a/b-binding protein 6%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_000346-R0	Protein of unknown function
SpGA2022_000347-R0	Similar to GSVIVT00026920001: Probable polygalacturonase (Vitis vinifera)
SpGA2022_000348-R0	Protein of unknown function
SpGA2022_000349-R0	Similar to TIFY10B: Protein TIFY 10b (Oryza sativa subsp. indica)
SpGA2022_000350-R0	Protein of unknown function
SpGA2022_000351-R0	Similar to UBP1B: Oligouridylate-binding protein 1B (Arabidopsis thaliana)
SpGA2022_000352-R0	Protein of unknown function
SpGA2022_000353-R0	Similar to PUB35: U-box domain-containing protein 35 (Arabidopsis thaliana)
SpGA2022_000353-R1	Similar to FLU: Protein FLUORESCENT IN BLUE LIGHT%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_050087-R0	Protein of unknown function
SpGA2022_000355-R0	Similar to CPN20: 20 kDa chaperonin%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_000356-R0	Similar to ARF19: Auxin response factor 19 (Arabidopsis thaliana)
SpGA2022_000357-R0	Protein of unknown function
SpGA2022_000358-R0	Similar to NUP107: Nuclear pore complex protein NUP107 (Arabidopsis thaliana)
SpGA2022_000359-R0	Protein of unknown function
SpGA2022_050088-R0	Similar to CIP7: COP1-interacting protein 7 (Arabidopsis thaliana)
SpGA2022_000361-R0	Similar to PMEI3: Pectinesterase inhibitor 3 (Arabidopsis thaliana)
SpGA2022_000362-R0	Similar to Rrp12: RRP12-like protein (Mus musculus)
SpGA2022_050089-R0	Similar to KAS2: 3-oxoacyl-[acyl-carrier-protein] synthase II%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_050090-R0	Similar to Os10g0391300: Zinc finger CCCH domain-containing protein 62 (Oryza sativa subsp. japonica)
SpGA2022_000365-R0	Similar to PHL: Protein PHYTOCHROME-DEPENDENT LATE-FLOWERING (Arabidopsis thaliana)
SpGA2022_000365-R1	Similar to PHL: Protein PHYTOCHROME-DEPENDENT LATE-FLOWERING (Arabidopsis thaliana)
SpGA2022_000367-R0	Similar to RBOHE: Respiratory burst oxidase homolog protein E (Arabidopsis thaliana)
SpGA2022_000368-R0	Similar to MFDX1: Adrenodoxin-like protein 1%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_000369-R0	Similar to SAUR32: Auxin-responsive protein SAUR32 (Arabidopsis thaliana)
SpGA2022_000370-R0	Similar to PME63: Putative pectinesterase 63 (Arabidopsis thaliana)
SpGA2022_000371-R0	Protein of unknown function
SpGA2022_000372-R0	Protein of unknown function
SpGA2022_000373-R0	Protein of unknown function
SpGA2022_000375-R0	Similar to EMB8: Embryogenesis-associated protein EMB8 (Picea glauca)
SpGA2022_000375-R1	Similar to SMU2: Suppressor of mec-8 and unc-52 protein homolog 2 (Arabidopsis thaliana)
SpGA2022_000376-R0	Protein of unknown function
SpGA2022_050093-R0	Similar to SAC4: Phosphoinositide phosphatase SAC4 (Arabidopsis thaliana)
SpGA2022_000378-R0	Similar to BIOF: 8-amino-7-oxononanoate synthase (Arabidopsis thaliana)
SpGA2022_000379-R0	Protein of unknown function
SpGA2022_000380-R0	Similar to RAP2-12: Ethylene-responsive transcription factor RAP2-12 (Arabidopsis thaliana)
SpGA2022_000380-R1	Similar to EREBP1: Ethylene-responsive transcription factor 1 (Oryza sativa subsp. japonica)
SpGA2022_000382-R0	Protein of unknown function
SpGA2022_000383-R0	Similar to SBT1.5: Subtilisin-like protease SBT1.5 (Arabidopsis thaliana)
SpGA2022_000384-R0	Protein of unknown function
SpGA2022_000385-R0	Similar to BIOF: 8-amino-7-oxononanoate synthase (Arabidopsis thaliana)
SpGA2022_000386-R0	Similar to LEA5: Late embryogenesis abundant protein Lea5 (Citrus sinensis)
SpGA2022_000387-R0	Protein of unknown function
SpGA2022_000388-R0	Protein of unknown function
SpGA2022_000389-R0	Similar to FAB1B: 1-phosphatidylinositol-3-phosphate 5-kinase FAB1B (Arabidopsis thaliana)
SpGA2022_000390-R0	Similar to FAB1A: 1-phosphatidylinositol-3-phosphate 5-kinase FAB1A (Arabidopsis thaliana)
SpGA2022_000391-R0	Protein of unknown function
SpGA2022_000392-R0	Protein of unknown function
SpGA2022_050095-R0	Similar to DYW7: Pentatricopeptide repeat-containing protein At1g19720 (Arabidopsis thaliana)
SpGA2022_000393-R0	Similar to FBX13: F-box only protein 13 (Arabidopsis thaliana)
SpGA2022_000394-R0	Similar to PME16: Probable pectinesterase/pectinesterase inhibitor 16 (Arabidopsis thaliana)
SpGA2022_000396-R0	Protein of unknown function
SpGA2022_050096-R0	Similar to PECS-2.1: Pectinesterase 2 (Citrus sinensis)
SpGA2022_000398-R0	Protein of unknown function
SpGA2022_000399-R0	Protein of unknown function
SpGA2022_050097-R0	Similar to PECS-2.1: Pectinesterase 2 (Citrus sinensis)
SpGA2022_000401-R0	Protein of unknown function
SpGA2022_000403-R0	Protein of unknown function
SpGA2022_050098-R0	Similar to Pectinesterase/pectinesterase inhibitor PPE8B (Prunus persica)
SpGA2022_050099-R0	Similar to SRF7: Protein STRUBBELIG-RECEPTOR FAMILY 7 (Arabidopsis thaliana)
SpGA2022_000406-R0	Protein of unknown function
SpGA2022_000407-R0	Similar to At4g31140: Glucan endo-1%2C3-beta-glucosidase 5 (Arabidopsis thaliana)
SpGA2022_050100-R0	Similar to PDS1: 15-cis-phytoene desaturase%2C chloroplastic/chromoplastic (Narcissus pseudonarcissus)
SpGA2022_050101-R0	Similar to UBP26: Ubiquitin carboxyl-terminal hydrolase 26 (Oryza sativa subsp. japonica)
SpGA2022_000410-R0	Protein of unknown function
SpGA2022_000411-R0	Similar to NDX1: Protein NEOXANTHIN-DEFICIENT 1 (Oryza sativa subsp. japonica)
SpGA2022_050102-R0	Similar to RPN5A: 26S proteasome non-ATPase regulatory subunit 12 homolog A (Arabidopsis thaliana)
SpGA2022_050103-R0	Similar to CAX2: Vacuolar cation/proton exchanger 2 (Oryza sativa subsp. japonica)
SpGA2022_000414-R0	Protein of unknown function
SpGA2022_000415-R0	Protein of unknown function
SpGA2022_000416-R0	Protein of unknown function
SpGA2022_000417-R0	Protein of unknown function
SpGA2022_000418-R0	Protein of unknown function
SpGA2022_000419-R0	Protein of unknown function
SpGA2022_000420-R0	Protein of unknown function
SpGA2022_000421-R0	Similar to SAUR50: Auxin-responsive protein SAUR50 (Arabidopsis thaliana)
SpGA2022_000422-R0	Protein of unknown function
SpGA2022_000423-R0	Protein of unknown function
SpGA2022_000424-R0	Similar to FAX2: Protein FATTY ACID EXPORT 2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_000425-R0	Protein of unknown function
SpGA2022_000426-R0	Similar to BRH1: Brassinosteroid-responsive RING protein 1 (Arabidopsis thaliana)
SpGA2022_000427-R0	Protein of unknown function
SpGA2022_000428-R0	Similar to PSY1R: Tyrosine-sulfated glycopeptide receptor 1 (Arabidopsis thaliana)
SpGA2022_000428-R1	Similar to PSY1R: Tyrosine-sulfated glycopeptide receptor 1 (Arabidopsis thaliana)
SpGA2022_000429-R0	Protein of unknown function
SpGA2022_050105-R0	Similar to SPAC630.12: Uncharacterized protein C630.12 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_000431-R0	Similar to EX70I: Exocyst complex component EXO70I (Medicago truncatula)
SpGA2022_000432-R0	Protein of unknown function
SpGA2022_000433-R0	Protein of unknown function
SpGA2022_000434-R0	Protein of unknown function
SpGA2022_050106-R0	Protein of unknown function
SpGA2022_000436-R0	Protein of unknown function
SpGA2022_000437-R0	Protein of unknown function
SpGA2022_000438-R0	Similar to Antimicrobial peptide 1 (Macadamia integrifolia)
SpGA2022_000439-R0	Protein of unknown function
SpGA2022_000440-R0	Similar to Antimicrobial peptide 1 (Pinus monticola)
SpGA2022_000441-R0	Similar to Antimicrobial peptide 1 (Pinus monticola)
SpGA2022_000442-R0	Protein of unknown function
SpGA2022_000443-R0	Protein of unknown function
SpGA2022_000444-R0	Similar to GDH2: Glycine cleavage system H protein 2%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_000445-R0	Protein of unknown function
SpGA2022_000446-R0	Similar to At2g35130: Pentatricopeptide repeat-containing protein At2g35130 (Arabidopsis thaliana)
SpGA2022_000447-R0	Protein of unknown function
SpGA2022_050107-R0	Similar to NAL1: Protein NARROW LEAF 1 (Oryza sativa subsp. japonica)
SpGA2022_000449-R0	Similar to SEC10a: Exocyst complex component SEC10a (Arabidopsis thaliana)
SpGA2022_050108-R0	Similar to IMPL1: Phosphatase IMPL1%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_050109-R0	Similar to PP2A1: Protein PHLOEM PROTEIN 2-LIKE A1 (Arabidopsis thaliana)
SpGA2022_000452-R0	Similar to RNASEH2C: Ribonuclease H2 subunit C (Bos taurus)
SpGA2022_000453-R0	Protein of unknown function
SpGA2022_000454-R0	Similar to BRG3: Probable BOI-related E3 ubiquitin-protein ligase 3 (Arabidopsis thaliana)
SpGA2022_000455-R0	Similar to At4g01037: Protein WHAT'S THIS FACTOR 1 homolog%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_050110-R0	Similar to IRT2: Fe(2+) transport protein 2 (Oryza sativa subsp. japonica)
SpGA2022_000457-R0	Similar to IRT1: Fe(2+) transport protein 1 (Oryza sativa subsp. japonica)
SpGA2022_000457-R1	Similar to IRT1: Fe(2+) transport protein 1 (Oryza sativa subsp. japonica)
SpGA2022_000458-R0	Similar to NRPB5A: DNA-directed RNA polymerases II and IV subunit 5A (Arabidopsis thaliana)
SpGA2022_000459-R0	Similar to HVT1: DExH-box ATP-dependent RNA helicase DExH6 (Arabidopsis thaliana)
SpGA2022_050112-R0	Similar to NPR2: BTB/POZ domain and ankyrin repeat-containing protein NPR2 (Oryza sativa subsp. japonica)
SpGA2022_000461-R0	Protein of unknown function
SpGA2022_000462-R0	Similar to tlcd4-b: TLC domain-containing protein 4-B (Xenopus laevis)
SpGA2022_000463-R0	Similar to RABF2B: Ras-related protein RABF2b (Arabidopsis thaliana)
SpGA2022_000464-R0	Protein of unknown function
SpGA2022_050113-R0	Similar to CBBY: CBBY-like protein (Arabidopsis thaliana)
SpGA2022_000466-R0	Similar to JUB1: Transcription factor JUNGBRUNNEN 1 (Arabidopsis thaliana)
SpGA2022_000467-R0	Similar to PCMP-H61: Pentatricopeptide repeat-containing protein At5g66520 (Arabidopsis thaliana)
SpGA2022_000468-R0	Similar to MCSU3: Molybdenum cofactor sulfurase (Oryza sativa subsp. japonica)
SpGA2022_000469-R0	Protein of unknown function
SpGA2022_000470-R0	Similar to SDH7A: Succinate dehydrogenase subunit 7A%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_000471-R0	Similar to JASON: Protein JASON (Arabidopsis thaliana)
SpGA2022_000472-R0	Similar to CURT1B: Protein CURVATURE THYLAKOID 1B%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_050114-R0	Protein of unknown function
SpGA2022_000474-R0	Similar to LBD3: LOB domain-containing protein 3 (Arabidopsis thaliana)
SpGA2022_050115-R0	Similar to At4g15545: Uncharacterized protein At4g15545 (Arabidopsis thaliana)
SpGA2022_000476-R0	Similar to At1g80170: Probable polygalacturonase At1g80170 (Arabidopsis thaliana)
SpGA2022_000477-R0	Protein of unknown function
SpGA2022_000478-R0	Similar to SPBC29A10.10c: Uncharacterized ATP-dependent helicase C29A10.10c (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
SpGA2022_000479-R0	Protein of unknown function
SpGA2022_000480-R0	Similar to HSF30: Heat shock factor protein HSF30 (Solanum peruvianum)
SpGA2022_000481-R0	Similar to GRXC6: Glutaredoxin-C6 (Arabidopsis thaliana)
SpGA2022_000482-R0	Similar to ZIP4: Zinc transporter 4%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_050116-R0	Similar to FTSH5: ATP-dependent zinc metalloprotease FTSH 5%2C mitochondrial (Oryza sativa subsp. japonica)
SpGA2022_000484-R0	Protein of unknown function
SpGA2022_000485-R0	Protein of unknown function
SpGA2022_050117-R0	Similar to MED9: Mediator of RNA polymerase II transcription subunit 9 (Arabidopsis thaliana)
SpGA2022_050118-R0	Similar to GINT1: Glucosamine inositolphosphorylceramide transferase 1 (Oryza sativa subsp. japonica)
SpGA2022_000487-R0	Similar to MPPbeta: Probable mitochondrial-processing peptidase subunit beta%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_000488-R0	Protein of unknown function
SpGA2022_000489-R0	Protein of unknown function
SpGA2022_000491-R0	Similar to GATA22: Putative GATA transcription factor 22 (Arabidopsis thaliana)
SpGA2022_000492-R0	Similar to NAP1%3B2: Nucleosome assembly protein 1%3B2 (Oryza sativa subsp. indica)
SpGA2022_000493-R0	Similar to CBK1: Serine/threonine-protein kinase CBK1 (Pneumocystis carinii)
SpGA2022_050119-R0	Similar to PP2C06: Probable protein phosphatase 2C 6 (Oryza sativa subsp. japonica)
SpGA2022_000494-R0	Protein of unknown function
SpGA2022_050120-R0	Protein of unknown function
SpGA2022_050121-R0	Similar to Elongation factor 1-delta (Pimpinella brachycarpa)
SpGA2022_050122-R0	Similar to APM1: Aminopeptidase M1 (Arabidopsis thaliana)
SpGA2022_000500-R0	Similar to HSP17.9-D: 17.9 kDa class II heat shock protein (Glycine max)
SpGA2022_000501-R0	Protein of unknown function
SpGA2022_000501-R1	Protein of unknown function
SpGA2022_050124-R0	Protein of unknown function
SpGA2022_000502-R0	Protein of unknown function
SpGA2022_000504-R0	Protein of unknown function
SpGA2022_000505-R0	Protein of unknown function
SpGA2022_000506-R0	Protein of unknown function
SpGA2022_000507-R0	Protein of unknown function
SpGA2022_000508-R0	Protein of unknown function
SpGA2022_000509-R0	Protein of unknown function
SpGA2022_000510-R0	Protein of unknown function
SpGA2022_000511-R0	Protein of unknown function
SpGA2022_000512-R0	Protein of unknown function
SpGA2022_000513-R0	Similar to CYP734A1: Cytochrome P450 734A1 (Arabidopsis thaliana)
SpGA2022_050125-R0	Similar to alr3466: Uncharacterized WD repeat-containing protein alr3466 (Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576))
SpGA2022_000516-R0	Protein of unknown function
SpGA2022_000517-R0	Protein of unknown function
SpGA2022_000518-R0	Protein of unknown function
SpGA2022_000519-R0	Protein of unknown function
SpGA2022_000520-R0	Similar to VHA-d2: V-type proton ATPase subunit d2 (Arabidopsis thaliana)
SpGA2022_000521-R0	Similar to WHY1: Single-stranded DNA-binding protein WHY1%2C chloroplastic (Solanum tuberosum)
SpGA2022_050126-R0	Similar to Glutamine--tRNA ligase (Lupinus luteus)
SpGA2022_050127-R0	Protein of unknown function
SpGA2022_050128-R0	Similar to Histone H3.2 (Triticum aestivum)
SpGA2022_000525-R0	Protein of unknown function
SpGA2022_050129-R0	Similar to PBL34: Serine/threonine-protein kinase PBL34 (Arabidopsis thaliana)
SpGA2022_050130-R0	Similar to HIR1: Hypersensitive-induced reaction 1 protein (Capsicum annuum)
SpGA2022_050131-R0	Similar to HIRL1: Hypersensitive-induced response protein-like protein 1 (Oryza sativa subsp. japonica)
SpGA2022_050132-R0	Similar to HIRL1: Hypersensitive-induced response protein-like protein 1 (Oryza sativa subsp. japonica)
SpGA2022_000530-R0	Similar to Pectate lyase (Lilium longiflorum)
SpGA2022_000532-R0	Similar to ABCA7: ABC transporter A family member 7 (Arabidopsis thaliana)
SpGA2022_000532-R1	Similar to ABCA3: ABC transporter A family member 3 (Arabidopsis thaliana)
SpGA2022_000533-R0	Protein of unknown function
SpGA2022_000534-R0	Similar to ABCA2: ABC transporter A family member 2 (Arabidopsis thaliana)
SpGA2022_000535-R0	Similar to KCS17: 3-ketoacyl-CoA synthase 17 (Arabidopsis thaliana)
SpGA2022_050134-R0	Similar to UBC2: Ubiquitin-conjugating enzyme E2 2 (Arabidopsis thaliana)
SpGA2022_000537-R0	Protein of unknown function
SpGA2022_000538-R0	Protein of unknown function
SpGA2022_050135-R0	Similar to THG2: tRNA(His) guanylyltransferase 2 (Arabidopsis thaliana)
SpGA2022_000540-R0	Protein of unknown function
SpGA2022_000541-R0	Similar to SYP124: Syntaxin-124 (Arabidopsis thaliana)
SpGA2022_000542-R0	Similar to Eukaryotic translation initiation factor 1A (Onobrychis viciifolia)
SpGA2022_000543-R0	Similar to At1g64760: Glucan endo-1%2C3-beta-glucosidase 8 (Arabidopsis thaliana)
SpGA2022_000544-R0	Similar to At3g52300: ATP synthase subunit d%2C mitochondrial (Arabidopsis thaliana)
SpGA2022_000545-R0	Protein of unknown function
SpGA2022_050136-R0	Similar to OHP2: Light-harvesting complex-like protein OHP2%2C chloroplastic (Arabidopsis thaliana)
SpGA2022_000547-R0	Protein of unknown function
SpGA2022_000548-R0	Similar to ARF17: Auxin response factor 17 (Arabidopsis thaliana)
SpGA2022_000549-R0	Similar to GLB3: Two-on-two hemoglobin-3 (Arabidopsis thaliana)
SpGA2022_000550-R0	Protein of unknown function
SpGA2022_050137-R0	Similar to RTEL1: Regulator of telomere elongation helicase 1 homolog (Oryza sativa subsp. japonica)
SpGA2022_000553-R0	Protein of unknown function
SpGA2022_000554-R0	Similar to MBF1C: Multiprotein-bridging factor 1c (Arabidopsis thaliana)
SpGA2022_000555-R0	Similar to KAT3: Potassium channel KAT3 (Arabidopsis thaliana)
SpGA2022_000556-R0	Protein of unknown function
SpGA2022_000557-R0	Similar to FLZ10: FCS-Like Zinc finger 10 (Arabidopsis thaliana)
SpGA2022_050138-R0	Similar to MFP1-1: MAR-binding filament-like protein 1-1 (Nicotiana tabacum)
